concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201001379,Recipe,油醋爆蛋,油醋爆蛋 (Recipe),油醋爆蛋,[],素菜,2,,,,,,dishes\vegetable_dish\油醋爆蛋.md
201001380,Recipe,清炒花菜,清炒花菜 (Recipe),清炒花菜,"[{'term': '炒制花菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'stir-fried花菜', 'language': 'en', 'language_code': 'en-US'}]",其他,2,,,,,,dishes\vegetable_dish\清炒花菜.md
201001381,Recipe,清蒸南瓜,清蒸南瓜 (Recipe),清蒸南瓜,"[{'term': '清steamed南瓜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清清蒸南瓜', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,1,,,,,,dishes\vegetable_dish\清蒸南瓜.md
201001382,Recipe,炒茄子,炒茄子 (Recipe),炒茄子,"[{'term': '炒紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '炒eggplant', 'language': 'en', 'language_code': 'en-US'}, {'term': '炒青茄子', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes\vegetable_dish\炒茄子.md
201001383,Recipe,炒青菜,炒青菜 (Recipe),炒青菜,[],其他,2,,,,,,dishes\vegetable_dish\炒青菜.md
201001384,Recipe,素炒豆角,素炒豆角 (Recipe),素炒豆角,[],其他,2,,,,,,dishes\vegetable_dish\素炒豆角.md
201001385,Recipe,红烧茄子,红烧茄子 (Recipe),红烧茄子,"[{'term': 'braised茄子', 'language': 'en', 'language_code': 'en-US'}, {'term': '红烧eggplant', 'language': 'en', 'language_code': 'en-US'}, {'term': '红烧青茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes\vegetable_dish\红烧茄子.md
201001386,Recipe,脆皮豆腐,脆皮豆腐 (Recipe),脆皮豆腐,"[{'term': '脆皮老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '脆皮tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '脆皮嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes\vegetable_dish\脆皮豆腐.md
201001387,Recipe,茄子炖土豆,茄子炖土豆 (Recipe),茄子炖土豆,"[{'term': '青茄子炖土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子stewed土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'eggplant炖土豆', 'language': 'en', 'language_code': 'en-US'}, {'term': '茄子煲土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子炖马铃薯', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子炖potato', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子炖洋芋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '紫茄子炖土豆', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes\vegetable_dish\茄子炖土豆.md
201001388,Recipe,葱煎豆腐,葱煎豆腐 (Recipe),葱煎豆腐,"[{'term': '葱pan-fried豆腐', 'language': 'en', 'language_code': 'en-US'}, {'term': '葱煎嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '葱煎tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '葱煎老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes\vegetable_dish\葱煎豆腐.md
