concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000650,Recipe,无厨师机蜂蜜面包,无厨师机蜂蜜面包 (Recipe),无厨师机蜂蜜面包,[],"甜品,早餐",5.0,,约2-3小时（包含发面和醒面时间）,18-20分钟,约两周早餐量,"发面时间不固定，建议发酵2-2.5倍大,面团大小可根据喜好调整，不影响口感和烘烤效果,冰箱保存食用前微波炉加热10-20秒口感更好",dishes\dessert\无厨师机蜂蜜面包\无厨师机蜂蜜面包.md,,,,,,,,
201000651,Ingredient,高筋面粉,高筋面粉 (Ingredient),高筋面粉,[],淀粉类,,,,,,,,400,g,True,,,,,
201000652,Ingredient,牛奶,牛奶 (Ingredient),牛奶,[],其他,,,,,,,,200,g,False,,,,,
201000653,Ingredient,酵母,酵母 (Ingredient),酵母,[],其他,,,,,,,,4,g,False,,,,,
201000654,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000655,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,70,g,False,,,,,
201000656,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,2,g,False,,,,,
201000657,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,30,g,False,,,,,
201000658,Ingredient,蜂蜜,蜂蜜 (Ingredient),蜂蜜,[],调料,,,,,,,,20,g,False,,,,,
201000659,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,20,g,False,,,,,
201000660,Ingredient,芝麻,芝麻 (Ingredient),芝麻,[],调料,,,,,,,,适量,,False,,,,,
201000661,Ingredient,花生油,花生油 (Ingredient),花生油,[],调料,,,,,,,,适量,,False,,,,,
201000662,Ingredient,蛋液,蛋液 (Ingredient),蛋液,[],蛋白质,,,,,,,,适量,,False,,,,,
201000663,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,制作面团：将面粉、牛奶（建议微波炉加热15-20秒至40°）、酵母、鸡蛋、糖和盐混合起来。,1.0,"混合,微波","微波炉,盆",15-20秒
201000664,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,搅拌面团，将原料混合均匀成团。,2.0,搅拌,盆,
201000665,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入黄油混合。,3.0,混合,盆,
201000666,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,继续搅拌并手揉，均匀混合。,4.0,"搅拌,揉",盆,
201000667,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,开始发面，使用保鲜膜覆盖容器，普通气温(10-20°)放置1-2小时，稍长时间对效果影响不大。,5.0,发酵,"保鲜膜,容器",1-2小时
201000668,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,明显看到面团发酵变大（2倍）即可开始切分面团，此时面团应该不再十分黏手。,6.0,切分,"刀,案板",
201000669,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,切分面团：理想状态每一份60g（美观），可根据喜好适当调整大小。,7.0,切分,"刀,案板",
201000670,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,将每一份小面团使用擀面杖擀成舌状后卷起，再次醒面10分钟左右。,8.0,"擀,卷,醒面",擀面杖,10分钟
201000671,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,再次使用擀面杖擀成舌状后卷起，从中间切开（一个变成两个）。,9.0,"擀,卷,切","擀面杖,刀",
201000672,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,再次使用擀面杖擀成舌状后卷起，从中间切开（两个变成四个）。此步骤可以按照自己的时间多擀/卷几次，把握一份的大小就行。,10.0,"擀,卷,切","擀面杖,刀",
201000673,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,烤盘放入油纸并倒入花生油，将每份卷好的面团底部蘸水+面粉后放入烤盘。,11.0,烤,"烤盘,油纸",
201000674,CookingStep,步骤12,步骤12 (Cooking Step),步骤12,,,,,,,,,,,,,再次醒发（盖上保鲜膜），这一步可以放入冰箱，第二天再烤。,12.0,醒发,"保鲜膜,冰箱",
201000675,CookingStep,步骤13,步骤13 (Cooking Step),步骤13,,,,,,,,,,,,,表面刷上蛋液。,13.0,刷,刷子,
201000676,CookingStep,步骤14,步骤14 (Cooking Step),步骤14,,,,,,,,,,,,,放入烤箱，180°(355°F)烤18-20分钟。,14.0,烤,烤箱,18-20分钟
201000677,CookingStep,步骤15,步骤15 (Cooking Step),步骤15,,,,,,,,,,,,,出炉后，刷上蜂蜜水，撒上芝麻。,15.0,"刷,撒",刷子,
201000678,Recipe,炸鲜奶,炸鲜奶 (Recipe),炸鲜奶,"[{'term': '油炸鲜奶', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'deep-fried鲜奶', 'language': 'en', 'language_code': 'en-US'}]",甜品,3.0,,20分钟,5分钟,1份（约12个）,"小火慢煮,控制油温",dishes\dessert\炸鲜奶\炸鲜奶.md,,,,,,,,
201000679,Ingredient,牛奶,牛奶 (Ingredient),牛奶,[],蛋白质,,,,,,,,250,g,True,,,,,
201000680,Ingredient,玉米淀粉,玉米淀粉 (Ingredient),玉米淀粉,[],淀粉类,,,,,,,,30,g,False,,,,,
201000681,Ingredient,面包糠,面包糠 (Ingredient),面包糠,[],淀粉类,,,,,,,,100,g,False,,,,,
201000682,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,2,个,False,,,,,
201000683,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,30,g,False,,,,,
201000684,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,适量,,False,,,,,
201000685,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将牛奶倒入碗中,1.0,倒,碗,
201000686,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,加入玉米淀粉和白糖，搅拌均匀,2.0,搅拌,碗,
201000687,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将模具刷上食用油,3.0,刷,"模具,刷子",
