relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201000024,720000000,801000004,,,
R_000002,201000024,640000000,801000005,,,
R_000003,201000025,201000026,801000001,1,条,
R_000004,201000025,201000027,801000001,3,根,
R_000005,201000025,201000028,801000001,1,块,
R_000006,201000025,201000029,801000001,10-15,ml,
R_000007,201000025,201000030,801000001,10-15,ml,
R_000008,201000025,201000031,801000001,10-15,ml,
R_000009,201000025,201000032,801000001,5-10,g,
R_000010,201000025,201000033,801000003,,,1.0
R_000011,201000025,201000034,801000003,,,2.0
R_000012,201000025,201000035,801000003,,,3.0
R_000013,201000025,201000036,801000003,,,4.0
R_000014,201000025,201000037,801000003,,,5.0
R_000015,201000025,201000038,801000003,,,6.0
R_000016,201000025,201000039,801000003,,,7.0
R_000017,201000025,730000000,801000004,,,
R_000018,201000025,630000000,801000005,,,
R_000019,201000040,201000041,801000001,250,g,
R_000020,201000040,201000042,801000001,1,根,
R_000021,201000040,201000043,801000001,1,块,
R_000022,201000040,201000044,801000001,1,头,
R_000023,201000040,201000045,801000001,5-8,瓣,
R_000024,201000040,201000046,801000001,10-15,ml,
R_000025,201000040,201000047,801000001,20,ml,
R_000026,201000040,201000048,801000001,10-15,ml,
R_000027,201000040,201000049,801000001,1,把,
R_000028,201000040,201000050,801000001,10,ml,
R_000029,201000040,201000051,801000001,10,ml,
R_000030,201000040,201000052,801000003,,,1.0
R_000031,201000040,201000053,801000003,,,2.0
R_000032,201000040,201000054,801000003,,,3.0
R_000033,201000040,201000055,801000003,,,4.0
R_000034,201000040,201000056,801000003,,,5.0
R_000035,201000040,730000000,801000004,,,
R_000036,201000040,620000000,801000005,,,
R_000037,201000057,720000000,801000004,,,
R_000038,201000057,640000000,801000005,,,
R_000039,201000058,201000059,801000001,1斤多,斤,
R_000040,201000058,201000060,801000001,20,g,
R_000041,201000058,201000061,801000001,15,g,
R_000042,201000058,201000062,801000001,3,g,
R_000043,201000058,201000063,801000001,30,g,
R_000044,201000058,201000064,801000001,30,g,
R_000045,201000058,201000065,801000001,3,g,
R_000046,201000058,201000066,801000001,15-30,g,
R_000047,201000058,201000067,801000001,5,条,
R_000048,201000058,201000068,801000001,5,颗,
R_000049,201000058,201000069,801000003,,,1.0
R_000050,201000058,201000070,801000003,,,2.0
R_000051,201000058,201000071,801000003,,,3.0
R_000052,201000058,201000072,801000003,,,4.0
R_000053,201000058,201000073,801000003,,,5.0
R_000054,201000058,201000074,801000003,,,6.0
R_000055,201000058,201000075,801000003,,,7.0
R_000056,201000058,730000000,801000004,,,
R_000057,201000058,630000000,801000005,,,
R_000058,201000076,720000000,801000004,,,
R_000059,201000076,640000000,801000005,,,
R_000060,201000077,201000078,801000001,4,个,
R_000061,201000077,201000079,801000001,1,根,
R_000062,201000077,201000080,801000001,20-25,ml,
R_000063,201000077,201000081,801000001,20,g,
R_000064,201000077,201000082,801000001,5,g,
R_000065,201000077,201000083,801000001,2,g,
R_000066,201000077,201000084,801000001,2,g,
R_000067,201000077,201000085,801000003,,,1.0
R_000068,201000077,201000086,801000003,,,2.0
R_000069,201000077,201000087,801000003,,,3.0
R_000070,201000077,201000088,801000003,,,4.0
R_000071,201000077,201000089,801000003,,,5.0
R_000072,201000077,201000090,801000003,,,6.0
R_000073,201000077,201000091,801000003,,,7.0
R_000074,201000077,201000092,801000003,,,8.0
R_000075,201000077,201000093,801000003,,,9.0
R_000076,201000077,201000094,801000003,,,10.0
R_000077,201000077,201000095,801000003,,,11.0
R_000078,201000077,201000096,801000003,,,12.0
R_000079,201000077,730000000,801000004,,,
R_000080,201000077,630000000,801000005,,,
R_000081,201000097,201000098,801000001,8,只,
R_000082,201000097,201000099,801000001,50,g,
R_000083,201000097,201000100,801000001,20,ml,
R_000084,201000097,201000101,801000001,5,ml,
R_000085,201000097,201000102,801000003,,,1.0
R_000086,201000097,201000103,801000003,,,2.0
R_000087,201000097,201000104,801000003,,,3.0
R_000088,201000097,201000105,801000003,,,4.0
R_000089,201000097,730000000,801000004,,,
R_000090,201000097,620000000,801000005,,,
R_000091,201000106,201000107,801000001,200,g,
R_000092,201000106,201000108,801000001,30,g,
R_000093,201000106,201000109,801000001,20,g,
R_000094,201000106,201000110,801000001,15,ml,
R_000095,201000106,201000111,801000001,1/4,个,
R_000096,201000106,201000112,801000001,10,ml,
R_000097,201000106,201000113,801000003,,,1.0
R_000098,201000106,201000114,801000003,,,2.0
R_000099,201000106,201000115,801000003,,,3.0
R_000100,201000106,201000116,801000003,,,4.0
R_000101,201000106,201000117,801000003,,,5.0
R_000102,201000106,201000118,801000003,,,6.0
R_000103,201000106,201000119,801000003,,,7.0
R_000104,201000106,201000120,801000003,,,8.0
R_000105,201000106,201000121,801000003,,,9.0
R_000106,201000106,730000000,801000004,,,
R_000107,201000106,620000000,801000005,,,
R_000108,201000122,201000123,801000001,200,g,
R_000109,201000122,201000124,801000001,2,个,
R_000110,201000122,201000125,801000001,100,ml,
R_000111,201000122,201000126,801000001,0.25,个,
R_000112,201000122,201000127,801000001,20,g,
R_000113,201000122,201000128,801000001,5,ml,
R_000114,201000122,201000129,801000001,5,ml,
R_000115,201000122,201000130,801000001,5,ml,
R_000116,201000122,201000131,801000003,,,1.0
R_000117,201000122,201000132,801000003,,,2.0
R_000118,201000122,201000133,801000003,,,3.0
R_000119,201000122,201000134,801000003,,,4.0
R_000120,201000122,730000000,801000004,,,
R_000121,201000122,630000000,801000005,,,
