relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201000821,201000822,801000001,3,个,
R_000002,201000821,201000823,801000001,50,g,
R_000003,201000821,201000824,801000001,10,g,
R_000004,201000821,201000825,801000001,10,g,
R_000005,201000821,201000826,801000001,1,g,
R_000006,201000821,201000827,801000003,,,1.0
R_000007,201000821,201000828,801000003,,,2.0
R_000008,201000821,201000829,801000003,,,3.0
R_000009,201000821,201000830,801000003,,,4.0
R_000010,201000821,201000831,801000003,,,5.0
R_000011,201000821,201000832,801000003,,,6.0
R_000012,201000821,770000000,801000004,,,
R_000013,201000821,640000000,801000005,,,
R_000014,201000833,201000834,801000001,25,克,
R_000015,201000833,201000835,801000001,120,毫升,
R_000016,201000833,201000836,801000001,500,毫升,
R_000017,201000833,201000837,801000001,100,克,
R_000018,201000833,201000838,801000003,,,1.0
R_000019,201000833,201000839,801000003,,,2.0
R_000020,201000833,201000840,801000003,,,3.0
R_000021,201000833,201000841,801000003,,,4.0
R_000022,201000833,201000842,801000003,,,5.0
R_000023,201000833,201000843,801000003,,,6.0
R_000024,201000833,770000000,801000004,,,
R_000025,201000833,620000000,801000005,,,
R_000026,201000844,201000845,801000001,10,ml,
R_000027,201000844,201000846,801000001,10,ml,
R_000028,201000844,201000847,801000001,10,ml,
R_000029,201000844,201000848,801000003,,,1.0
R_000030,201000844,201000849,801000003,,,2.0
R_000031,201000844,201000850,801000003,,,3.0
R_000032,201000844,201000851,801000003,,,4.0
R_000033,201000844,201000852,801000003,,,5.0
R_000034,201000844,780000000,801000004,,,
R_000035,201000844,630000000,801000005,,,
R_000036,201000853,201000854,801000001,1,块,
R_000037,201000853,201000855,801000001,5,珠,
R_000038,201000853,201000856,801000001,20,毫升,
R_000039,201000853,201000857,801000001,45,毫升,
R_000040,201000853,201000858,801000001,10,毫升,
R_000041,201000853,201000859,801000001,适量,,
R_000042,201000853,201000860,801000001,适量,,
R_000043,201000853,201000861,801000003,,,1.0
R_000044,201000853,201000862,801000003,,,2.0
R_000045,201000853,201000863,801000003,,,3.0
R_000046,201000853,201000864,801000003,,,4.0
R_000047,201000853,201000865,801000003,,,5.0
R_000048,201000853,201000866,801000003,,,6.0
R_000049,201000853,201000867,801000003,,,7.0
R_000050,201000853,201000868,801000003,,,8.0
R_000051,201000853,201000869,801000003,,,9.0
R_000052,201000853,201000870,801000003,,,10.0
R_000053,201000853,201000871,801000003,,,11.0
R_000054,201000853,780000000,801000004,,,
R_000055,201000853,630000000,801000005,,,
R_000056,201000872,201000873,801000001,1000,g,
R_000057,201000872,201000874,801000001,300,g,
R_000058,201000872,201000875,801000003,,,1.0
R_000059,201000872,201000876,801000003,,,2.0
R_000060,201000872,201000877,801000003,,,3.0
R_000061,201000872,201000878,801000003,,,4.0
R_000062,201000872,201000879,801000003,,,5.0
R_000063,201000872,201000880,801000003,,,6.0
R_000064,201000872,780000000,801000004,,,
R_000065,201000872,620000000,801000005,,,
R_000066,201000881,201000882,801000001,100,毫升,
R_000067,201000881,201000883,801000001,500,毫升,
R_000068,201000881,201000884,801000001,1,个,
R_000069,201000881,201000885,801000001,300,克,
R_000070,201000881,201000886,801000003,,,1.0
R_000071,201000881,201000887,801000003,,,2.0
R_000072,201000881,201000888,801000003,,,3.0
R_000073,201000881,201000889,801000003,,,4.0
R_000074,201000881,201000890,801000003,,,5.0
R_000075,201000881,201000891,801000003,,,6.0
R_000076,201000881,201000892,801000003,,,7.0
R_000077,201000881,201000893,801000003,,,8.0
R_000078,201000881,780000000,801000004,,,
R_000079,201000881,620000000,801000005,,,
R_000080,201000894,201000895,801000001,2,包,
R_000081,201000894,201000896,801000001,11-12,克,
R_000082,201000894,201000897,801000001,5-7,克,
R_000083,201000894,201000898,801000001,180-200,毫升,
R_000084,201000894,201000899,801000003,,,1.0
R_000085,201000894,201000900,801000003,,,2.0
R_000086,201000894,201000901,801000003,,,3.0
R_000087,201000894,201000902,801000003,,,4.0
R_000088,201000894,780000000,801000004,,,
R_000089,201000894,620000000,801000005,,,
R_000090,201000903,201000904,801000001,24,g,
R_000091,201000903,201000905,801000001,50,ml,
R_000092,201000903,201000906,801000001,2,小块,
R_000093,201000903,201000907,801000001,1,粒,
R_000094,201000903,201000908,801000001,1/2,粒,
R_000095,201000903,201000909,801000001,150,ml,
