concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000943,Recipe,冰粉,冰粉 (Recipe),冰粉,[],饮料,2.0,豫菜,30分钟,2.5小时,5人份,"观察颜色和粘度变化,确保揉搓力度和时间到位",dishes\drink\冰粉\冰粉.md,,,,,,,,
201000944,Ingredient,冰粉籽,冰粉籽 (Ingredient),冰粉籽,[],其他,,,,,,,,200,g,True,,,,,
201000945,Ingredient,凉白开,凉白开 (Ingredient),凉白开,[],其他,,,,,,,,2000,g,False,,,,,
201000946,Ingredient,薄荷汁/薄荷粉,薄荷汁/薄荷粉 (Ingredient),薄荷汁/薄荷粉,[],调料,,,,,,,,10ml/10g,ml/g,False,,,,,
201000947,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将凉白开倒入盆中,1.0,倒,盆,
201000948,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将冰粉籽全部用纱布包起来，开口处打结,2.0,包,纱布,
201000949,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将包好的冰粉籽放入凉白开中，在凉白开中用力揉搓,3.0,揉搓,盆,6分钟
201000950,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将凉白开放置，等待成型,4.0,静置,,2.5小时
201000951,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将石凉粉用勺子装进准备好的一次性透明塑料杯中，加入薄荷汁或者薄荷粉，再放入遇水发光冰块，用勺子慢慢搅拌均匀,5.0,搅拌,"勺子,塑料杯",
201000952,Recipe,奇异果菠菜特调,奇异果菠菜特调 (Recipe),奇异果菠菜特调,[],饮料,1.0,,5分钟,1分钟,,"白砂糖量可根据个人口味在0-12g之间调整,搅拌时每15秒停下观察状态",dishes\drink\奇异果菠菜特调\奇异果菠菜特调.md,,,,,,,,
201000953,Ingredient,奇异果,奇异果 (Ingredient),奇异果,[],其他,,,,,,,,2,个,True,,,,,
201000954,Ingredient,苹果,苹果 (Ingredient),苹果,[],其他,,,,,,,,1/2,个,True,,,,,
201000955,Ingredient,菠菜叶,菠菜叶 (Ingredient),菠菜叶,[],蔬菜,,,,,,,,4,叶,True,,,,,
201000956,Ingredient,饮用水,饮用水 (Ingredient),饮用水,[],其他,,,,,,,,700,ml,False,,,,,
201000957,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,12,克,False,,,,,
201000958,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将猕猴桃切成两半，每半再分四份小块,1.0,切,"刀,案板",
201000959,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将苹果切丁,2.0,切,"刀,案板",
201000960,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将菠菜叶去梗，只留叶子部分,3.0,处理,,
201000961,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将菠菜切碎,4.0,切,"刀,案板",
201000962,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,一起倒入榨汁机搅拌杯,5.0,混合,榨汁机,
201000963,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,注水,6.0,倒,,
201000964,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,加入白砂糖,7.0,加,,
201000965,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,启动搅拌机，搅拌约 4 个 15 秒（每 15 秒停下看状态）,8.0,搅拌,"榨汁机,搅拌机",1分钟
201000966,Recipe,柠檬水,柠檬水 (Recipe),柠檬水,[],饮料,1.0,,,,1杯,,dishes\drink\柠檬水\柠檬水.md,,,,,,,,
201000967,Ingredient,柠檬,柠檬 (Ingredient),柠檬,[],其他,,,,,,,,40~45,克,True,,,,,
201000968,Ingredient,果蜜,果蜜 (Ingredient),果蜜,[],调料,,,,,,,,40~45,克,False,,,,,
201000969,Ingredient,冰,冰 (Ingredient),冰,[],其他,,,,,,,,几块,块,False,,,,,
201000970,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,称 40~45 克柠檬，放入雪克杯中,1.0,称量,雪克杯,
201000971,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,雪克杯盖盖子锤大约 10 次,2.0,捣,雪克杯,
201000972,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入果蜜 40~45 克,3.0,混合,雪克杯,
201000973,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,补水,4.0,加水,雪克杯,
201000974,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,摇晃均匀,5.0,摇匀,雪克杯,
201000975,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,最后根据喜好加冰,6.0,加冰,雪克杯,
201000976,Recipe,泰国手标红茶,泰国手标红茶 (Recipe),泰国手标红茶,[],饮料,3.0,泰国菜,,,1,,dishes\drink\泰国手标红茶\泰国手标红茶.md,,,,,,,,
201000977,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,600,毫升,False,,,,,
