concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000516,Recipe,葱油,葱油 (Recipe),葱油,[],调料,3.0,,20分钟,20分钟,,"料渣可食用,加开洋提鲜,增加鲜甜风味",dishes\condiment\葱油.md,,,,,,,,
201000517,Ingredient,油,油 (Ingredient),油,[],调料,,,,,,,,200,克,False,,,,,
201000518,Ingredient,葱,葱 (Ingredient),葱,[],蔬菜,,,,,,,,80,克,True,,,,,
201000519,Ingredient,姜,姜 (Ingredient),姜,[],调料,,,,,,,,20,克,False,,,,,
201000520,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,毫升,False,,,,,
201000521,Ingredient,洋葱,洋葱 (Ingredient),洋葱,[],蔬菜,,,,,,,,150,克,True,,,,,
201000522,Ingredient,开洋,开洋 (Ingredient),开洋,[],蛋白质,,,,,,,,50,克,False,,,,,
201000523,Ingredient,香菜,香菜 (Ingredient),香菜,"[{'term': '芫荽', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '胡荽', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,适量,,False,,,,,
201000524,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,开洋泡入 50 度温水中，加入 10ml 料酒去腥，泡 10 分钟后取出沥干水分,1.0,浸泡,碗,10分钟
201000525,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,葱，香菜洗净，切成 5cm 长的段，擦干表面水份,2.0,切,"刀,案板",
201000526,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,洋葱切成丝，在锅里用热水煮 5 分钟，取出沥干水份,3.0,"切,煮","刀,案板,锅",5分钟
201000527,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,姜去皮，切成片,4.0,切,"刀,案板",
