relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000001,201000135,201000136,801000001,2,斤,
R_000002,201000135,201000137,801000001,20,g,
R_000003,201000135,201000138,801000001,50,克,
R_000004,201000135,201000139,801000001,4,个,
R_000005,201000135,201000140,801000001,适量,,
R_000006,201000135,201000141,801000001,2,ml,
R_000007,201000135,201000142,801000001,10,g,
R_000008,201000135,201000143,801000001,4-6,个,
R_000009,201000135,201000144,801000001,100,ml,
R_000010,201000135,201000145,801000001,4,ml,
R_000011,201000135,201000146,801000001,50,g,
R_000012,201000135,201000147,801000001,100,ml,
R_000013,201000135,201000148,801000001,适量,,
R_000014,201000135,201000149,801000001,适量,,
R_000015,201000135,201000150,801000001,适量,,
R_000016,201000135,201000151,801000001,适量,,
R_000017,201000135,201000152,801000001,适量,,
R_000018,201000135,201000153,801000003,,,1.0
R_000019,201000135,201000154,801000003,,,2.0
R_000020,201000135,201000155,801000003,,,3.0
R_000021,201000135,201000156,801000003,,,4.0
R_000022,201000135,201000157,801000003,,,5.0
R_000023,201000135,201000158,801000003,,,6.0
R_000024,201000135,201000159,801000003,,,7.0
R_000025,201000135,201000160,801000003,,,8.0
R_000026,201000135,201000161,801000003,,,9.0
R_000027,201000135,201000162,801000003,,,10.0
R_000028,201000135,201000163,801000003,,,11.0
R_000029,201000135,730000000,801000004,,,
R_000030,201000135,640000000,801000005,,,
R_000031,201000164,201000165,801000001,10,ml,
R_000032,201000164,201000166,801000001,3,片,
R_000033,201000164,201000167,801000001,3,瓣,
R_000034,201000164,201000168,801000001,1.2,斤,
R_000035,201000164,201000169,801000001,13,片,
R_000036,201000164,201000170,801000001,5-8,克,
R_000037,201000164,201000171,801000001,3,ml,
R_000038,201000164,201000172,801000001,6,ml,
R_000039,201000164,201000173,801000001,1,块,
R_000040,201000164,201000174,801000001,3,个,
R_000041,201000164,201000175,801000001,20,克,
R_000042,201000164,201000176,801000001,4-6,个,
R_000043,201000164,201000177,801000003,,,1.0
R_000044,201000164,201000178,801000003,,,2.0
R_000045,201000164,201000179,801000003,,,3.0
R_000046,201000164,201000180,801000003,,,4.0
R_000047,201000164,201000181,801000003,,,5.0
R_000048,201000164,201000182,801000003,,,6.0
R_000049,201000164,730000000,801000004,,,
R_000050,201000164,630000000,801000005,,,
R_000051,201000183,201000184,801000001,550,克,
R_000052,201000183,201000185,801000001,400,克,
R_000053,201000183,201000186,801000001,5,片,
R_000054,201000183,201000187,801000001,50,克,
R_000055,201000183,201000188,801000001,4,个,
R_000056,201000183,201000189,801000001,2,ml,
R_000057,201000183,201000190,801000001,1,块,
R_000058,201000183,201000191,801000001,5,块,
R_000059,201000183,201000192,801000001,4-6,个,
R_000060,201000183,201000193,801000001,5,ml,
