concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000135,Recipe,香煎翘嘴鱼,香煎翘嘴鱼 (Recipe),香煎翘嘴鱼,"[{'term': '香pan-fried翘嘴鱼', 'language': 'zh', 'language_code': 'zh-CN'}]",水产,4.0,,腌制1-2天，晾晒1-2天,10-20分钟,2-3人,"开背杀鱼,均匀涂抹食盐,控制腌制晾晒时间,小火煎鱼,入锅勿动防破皮,观察青椒熟度,香菜最后放,注意火候切换,利用豆瓣酱白糖提鲜陈醋增香",dishes\aquatic\香煎翘嘴鱼\香煎翘嘴鱼.md,,,,,,,,
201000136,Ingredient,翘嘴鱼,翘嘴鱼 (Ingredient),翘嘴鱼,[],蛋白质,,,,,,,,2,斤,True,,,,,
201000137,Ingredient,姜,姜 (Ingredient),姜,[],调料,,,,,,,,20,g,False,,,,,
201000138,Ingredient,葱,葱 (Ingredient),葱,[],蔬菜,,,,,,,,50,克,False,,,,,
201000139,Ingredient,蒜,蒜 (Ingredient),蒜,[],调料,,,,,,,,4,个,False,,,,,
201000140,Ingredient,香菜,香菜 (Ingredient),香菜,"[{'term': '芫荽', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '胡荽', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,适量,,False,,,,,
201000141,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,2,ml,False,,,,,
201000142,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,g,False,,,,,
201000143,Ingredient,干辣椒,干辣椒 (Ingredient),干辣椒,[],调料,,,,,,,,4-6,个,False,,,,,
201000144,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,100,ml,False,,,,,
201000145,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,4,ml,False,,,,,
201000146,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,50,g,False,,,,,
201000147,Ingredient,食用油,食用油 (Ingredient),食用油,[],其他,,,,,,,,100,ml,False,,,,,
201000148,Ingredient,豆瓣酱,豆瓣酱 (Ingredient),豆瓣酱,[],调料,,,,,,,,适量,,False,,,,,
201000149,Ingredient,青椒,青椒 (Ingredient),青椒,"[{'term': '柿子椒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '甜椒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '彩椒', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,适量,,False,,,,,
201000150,Ingredient,鸡精,鸡精 (Ingredient),鸡精,[],调料,,,,,,,,适量,,False,,,,,
201000151,Ingredient,十三香,十三香 (Ingredient),十三香,[],调料,,,,,,,,适量,,False,,,,,
201000152,Ingredient,陈醋,陈醋 (Ingredient),陈醋,[],调料,,,,,,,,适量,,False,,,,,
201000153,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鱼开背杀好（让卖鱼的杀好，千万不要剖腹杀鱼，切记是开背），清洗干净,1.0,"处理,清洗",刀,
201000154,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,鱼表面用盐涂抹均匀，倒入料酒约 80ml，姜末 20g，放入冰箱保鲜层进行腌制,2.0,腌制,"盆,冰箱",1-2 天
201000155,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,取出腌制好的鱼，用绳挂起晾晒至半干（具体时间需结合气温与阳光）,3.0,晾晒,绳子,1-2 天
201000156,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,食用前请将鱼用清水清洗，沥干水分（防止水遇油飞溅）,4.0,清洗,,
201000157,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,开大火将锅烧热，迅速改小火，锅中放油，尽量保持整个锅表面有油，将鱼沿锅边划入锅内（先煎鱼背面）,5.0,煎,炒锅,
201000158,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,鱼入锅后（和翻面后），不要着急移动鱼的位置（此时容易破皮），煎约 30 秒后，尝试晃动锅,6.0,煎,炒锅,30 秒
201000159,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,背面煎约 1 分钟后，翻面煎约 1-2 分钟，煎至两面金黄,7.0,煎,"炒锅,锅铲",2-3 分钟
201000160,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,等两面都煎好时，把鱼推向锅边一点，留点空间放入豆瓣酱炒香味，放入姜蒜,8.0,炒,"炒锅,锅铲",
201000161,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,炒出佐料香味后，加入料酒，生抽，老抽，倒入热水，水量和鱼平齐或者少点,9.0,煮,炒锅,
201000162,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,此时改中大火，煮 5-10 分钟，后放入青椒断，白糖，鸡精，十三香，陈醋,10.0,煮,炒锅,5-10 分钟
201000163,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,改小火 2-5 分钟，放入葱，香菜，即可出锅,11.0,"煮,出锅","炒锅,锅铲",2-5 分钟
201000164,Recipe,鲤鱼炖白菜,鲤鱼炖白菜 (Recipe),鲤鱼炖白菜,"[{'term': '鲤鱼炖小白菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼炖大白菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼stewed白菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼炖cabbage', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼煲白菜', 'language': 'zh', 'language_code': 'zh-CN'}]",水产,3.0,,10分钟,20分钟,1份,可加粉条需提前泡软,dishes\aquatic\鲤鱼炖白菜\鲤鱼炖白菜.md,,,,,,,,
201000165,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,10,ml,False,,,,,
201000166,Ingredient,姜,姜 (Ingredient),姜,[],调料,,,,,,,,3,片,False,,,,,
201000167,Ingredient,蒜,蒜 (Ingredient),蒜,[],调料,,,,,,,,3,瓣,False,,,,,
201000168,Ingredient,鲤鱼,鲤鱼 (Ingredient),鲤鱼,[],蛋白质,,,,,,,,1.2,斤,True,,,,,
201000169,Ingredient,娃娃菜,娃娃菜 (Ingredient),娃娃菜,[],蔬菜,,,,,,,,13,片,True,,,,,
201000170,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,5-8,克,False,,,,,
201000171,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,ml,False,,,,,
201000172,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,6,ml,False,,,,,
201000173,Ingredient,桂皮,桂皮 (Ingredient),桂皮,[],调料,,,,,,,,1,块,False,,,,,
201000174,Ingredient,八角,八角 (Ingredient),八角,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,个,False,,,,,
201000175,Ingredient,郫县豆瓣酱,郫县豆瓣酱 (Ingredient),郫县豆瓣酱,[],调料,,,,,,,,20,克,False,,,,,
201000176,Ingredient,干辣椒,干辣椒 (Ingredient),干辣椒,[],调料,,,,,,,,4-6,个,False,,,,,
201000177,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鲤鱼清洗干净，改刀（在鱼身上多划几个伤口，方便入味）,1.0,"洗,切","刀,案板,盆",
201000178,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,娃娃菜清洗干净放入盘中备用,2.0,洗,"盆,盘",
201000179,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锅中加油，等油热放入少盐、姜、蒜、郫县豆瓣酱、桂皮、八角炒出香味,3.0,炒,"炒锅,锅铲",
201000180,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,把鱼放锅里煎，每30秒需要翻面，共煎3分钟,4.0,煎,"炒锅,锅铲",3分钟
201000181,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,加入水（水量尽量和鱼平齐，可以少一点点），放入生抽、老抽、娃娃菜,5.0,煮,"炒锅,锅铲",
201000182,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,大火炖15-20分钟，汤汁快干时添加盐即可出锅,6.0,炖,"炒锅,锅铲",15-20分钟
201000183,Recipe,鳊鱼炖豆腐,鳊鱼炖豆腐 (Recipe),鳊鱼炖豆腐,"[{'term': '鳊鱼炖tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼stewed豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼炖老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼煲豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼炖嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",水产,3.0,,10-15分钟,20-30分钟,2-3人份,"煎鱼时间控制：鱼的两面各煎2-4分钟即可,煎鱼火候控制：煎鱼的时候全程中小火,出锅加蒜提味：最后出锅时加入一些切碎的大蒜味道会更好",dishes\aquatic\鳊鱼炖豆腐\鳊鱼炖豆腐.md,,,,,,,,
201000184,Ingredient,鳊鱼,鳊鱼 (Ingredient),鳊鱼,[],蛋白质,,,,,,,,550,克,True,,,,,
201000185,Ingredient,老豆腐,老豆腐 (Ingredient),老豆腐,[],蛋白质,,,,,,,,400,克,True,,,,,
201000186,Ingredient,姜,姜 (Ingredient),姜,[],调料,,,,,,,,5,片,False,,,,,
201000187,Ingredient,葱,葱 (Ingredient),葱,[],调料,,,,,,,,50,克,False,,,,,
201000188,Ingredient,蒜,蒜 (Ingredient),蒜,[],调料,,,,,,,,4,个,False,,,,,
201000189,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,2,ml,False,,,,,
201000190,Ingredient,桂皮,桂皮 (Ingredient),桂皮,[],调料,,,,,,,,1,块,False,,,,,
201000191,Ingredient,冰糖,冰糖 (Ingredient),冰糖,"[{'term': '冰片糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '块糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,5,块,False,,,,,
201000192,Ingredient,干辣椒,干辣椒 (Ingredient),干辣椒,[],调料,,,,,,,,4-6,个,False,,,,,
201000193,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,5,ml,False,,,,,
201000194,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,4,ml,False,,,,,
201000195,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,5-8,克,False,,,,,
201000196,Ingredient,八角,八角 (Ingredient),八角,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,1,个,False,,,,,
201000197,Ingredient,香叶,香叶 (Ingredient),香叶,[],调料,,,,,,,,1-3,片,False,,,,,
201000198,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,10,ml,False,,,,,
201000199,Ingredient,热水,热水 (Ingredient),热水,[],其他,,,,,,,,400,克,False,,,,,
201000200,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鳊鱼改刀，放上姜片和料酒腌制 5-10 分钟。,1.0,"切,腌制","刀,盆",5-10分钟
201000201,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,老豆腐切块后放入水中备用。,2.0,切,"刀,案板,盆",
201000202,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锅中加油，放点盐防粘，把腌制的鱼用厨房纸擦干水分，放入锅中两面煎一下。,3.0,煎,"炒锅,厨房纸",4-8分钟
201000203,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,等两面都煎好时，把鱼推向锅边一点，留点空间放入葱姜蒜、干辣椒、香叶、八角炒出味道。,4.0,炒,锅铲,
201000204,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,炒出佐料香味后，加入料酒、生抽、老抽、冰糖、桂皮，倒入热水，水量和鱼平齐或者少点。,5.0,煮,锅铲,
201000205,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,大火烧开后，放入老豆腐，豆腐贴在锅边，加入食盐，转小火。,6.0,炖,锅铲,
201000206,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,小火烧 10-15 分钟，然后大火收点汁，即可出锅。,7.0,"炖,收汁",锅铲,10-15分钟
201000207,Recipe,黄油煎虾,黄油煎虾 (Recipe),黄油煎虾,"[{'term': '黄油pan-fried虾', 'language': 'en', 'language_code': 'en-US'}]",水产,3.0,,20分钟,10分钟,1份,"虾开背更入味,处理活虾小心用刀",dishes\aquatic\黄油煎虾\黄油煎虾.md,,,,,,,,
201000208,Ingredient,鲜虾,鲜虾 (Ingredient),鲜虾,[],蛋白质,,,,,,,,300,g,True,,,,,
201000209,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,7,g,False,,,,,
201000210,Ingredient,黑胡椒粒,黑胡椒粒 (Ingredient),黑胡椒粒,[],调料,,,,,,,,15,ml,False,,,,,
201000211,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,45,ml,False,,,,,
201000212,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201000213,Ingredient,米酒,米酒 (Ingredient),米酒,[],调料,,,,,,,,5,ml,False,,,,,
201000214,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201000215,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,2.5,ml,False,,,,,
201000216,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鲜虾摘除头部，顺带扯出虾线，使用剪刀剪开或菜刀片开虾背，沥干水分备用,1.0,切,"剪刀,菜刀",
201000217,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,小碗放入全部生抽、米酒、白糖、盐搅匀备用,2.0,搅拌,碗,
201000218,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,中大火热锅，热锅内放入食用油，等待油温升高,3.0,煎,炒锅,10秒
201000219,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,虾全部放入锅中，开始瓶磨黑胡椒，均匀地撒在虾上翻炒,4.0,炒,锅铲,
201000220,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,虾变色后加入黄油，黄油完全融化后倒入调制酱汁，继续翻炒,5.0,炒,锅铲,
201000221,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,大火翻炒收汁即可装盘,6.0,炒,"锅铲,盘子",15秒
201000222,Recipe,吐司果酱,吐司果酱 (Recipe),吐司果酱,[],早餐,1.0,,1分钟,2分钟,1人,"适合程序员,无需清洗工具,无额外垃圾,购买方便,干净卫生",dishes\breakfast\吐司果酱.md,,,,,,,,
201000223,Ingredient,吐司,吐司 (Ingredient),吐司,[],淀粉类,,,,,,,,2,片,True,,,,,
201000224,Ingredient,果酱,果酱 (Ingredient),果酱,[],其他,,,,,,,,足够涂满一面吐司的量,,False,,,,,
201000225,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将吐司放入面包机,1.0,烤,面包机,
201000226,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,"设置好档位,时间到了会自动弹出",2.0,烤,面包机,
201000227,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,两分钟后吐司加热完成弹出,3.0,烤,面包机,2分钟
201000228,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,"先取出一片吐司,涂满果酱再盖上另一片吐司即可",4.0,涂抹,,
201000229,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,用餐巾纸包一下可以边走边吃也可以吃完再出门,5.0,包装,餐巾纸,
201000230,Recipe,太阳蛋,太阳蛋 (Recipe),太阳蛋,[],早餐,2.0,,1分钟,3分钟,1人份,"蛋黄戳孔防爆裂,碗壁沾油防粘连,根据微波炉类型调整火候与时间,不可控火候微波炉需分次加热观察熟度",dishes\breakfast\太阳蛋.md,,,,,,,,
201000231,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000232,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000233,Ingredient,油,油 (Ingredient),油,[],调料,,,,,,,,5,mL,False,,,,,
201000234,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,准备一个小碗，倒入计算好的油，撒盐，搅拌均匀。倾斜碗使油沾在碗表面。,1.0,搅拌,"小碗,筷子",1分钟
201000235,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,取出一个鸡蛋，打入小碗。,2.0,打蛋,小碗,10秒
201000236,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,在蛋黄表面戳孔，使用牙签戳5个或筷子戳1个，防止加热时爆裂。,3.0,戳孔,"牙签,筷子",10秒
201000237,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,放入微波炉加热。若使用可控火候微波炉，中火加热3分钟；若使用不可控火候微波炉，先加热1分钟，若未大面积成固体状，则每次追加加热30秒，直至达到个人喜欢的熟度。,4.0,微波,微波炉,3分钟
201000238,Recipe,完美水煮蛋,完美水煮蛋 (Recipe),完美水煮蛋,[],早餐,5.0,,5分钟,33分钟,1,"蛋黄中心温度控制在67±1°C,蛋白分层温度控制：外层100°C→87°C，中层87°C→55°C，内层55°C→30°C,多酚含量比传统煮法高23%,剥壳技巧：从钝端气室处开始，沿纵轴剥离蛋膜",dishes\breakfast\完美水煮蛋.md,,,,,,,,
201000239,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000240,Ingredient,沸水,沸水 (Ingredient),沸水,[],其他,,,,,,,,1500,ml,False,,,,,
201000241,Ingredient,温水,温水 (Ingredient),温水,[],其他,,,,,,,,1500,ml,False,,,,,
201000242,Ingredient,冰水,冰水 (Ingredient),冰水,[],其他,,,,,,,,适量,,False,,,,,
201000243,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,准备两锅水：A锅维持100°C沸水，B锅维持30°C温水,1.0,煮,锅,
201000244,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,用漏勺将鸡蛋放入A锅，启动定时器,2.0,煮,漏勺,
201000245,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,精准每2分钟将鸡蛋转移至另一锅水,3.0,煮,漏勺,2分钟
201000246,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,重复转移操作共16次（总时长32分钟）,4.0,煮,漏勺,32分钟
201000247,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,最后一次转移后，在B锅静置30秒,5.0,静置,,30秒
201000248,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,立即放入冰水（0摄氏度）终止加热（维持30秒）,6.0,冷却,碗,30秒
201000249,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,剥壳时从钝端气室处开始，沿纵轴剥离蛋膜,7.0,剥壳,,
201000250,Recipe,微波炉荷包蛋,微波炉荷包蛋 (Recipe),微波炉荷包蛋,[],早餐,1.0,,2分钟,80秒,1人份,盖盖子防溅,dishes\breakfast\微波炉荷包蛋.md,,,,,,,,
201000251,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,2,个,True,,,,,
201000252,Ingredient,饮用水,饮用水 (Ingredient),饮用水,[],其他,,,,,,,,35,ml,False,,,,,
201000253,Ingredient,芝麻油,芝麻油 (Ingredient),芝麻油,[],调料,,,,,,,,3,ml,False,,,,,
201000254,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,0.8,g,False,,,,,
201000255,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将鸡蛋打入小碗中，用筷子在所有鸡蛋黄上扎 2 个洞，避免加热弄脏微波炉,1.0,"打,扎","碗,筷子",
201000256,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,然后向碗内倒入常温饮用水,2.0,倒,碗,
201000257,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,再向碗内倒入食用盐,3.0,倒,碗,
201000258,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,最后加入芝麻油,4.0,倒,碗,
201000259,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将放好材料的碗放入微波炉中，高火加热 80 秒,5.0,微波,微波炉,80秒
201000260,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,到达设定时间后，使用抹布垫着手取出成品,6.0,取,抹布,
201000261,Recipe,微波炉蛋糕,微波炉蛋糕 (Recipe),微波炉蛋糕,[],早餐,1.0,,2-20分钟,1分15秒,1,"泡打粉让蛋糕更蓬松,加液体需少量多次防止水分过量导致湿瘪,食材总量不要超过容器的3/4",dishes\breakfast\微波炉蛋糕.md,,,,,,,,
