concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201001249,Recipe,巴基斯坦牛肉咖喱,巴基斯坦牛肉咖喱 (Recipe),巴基斯坦牛肉咖喱,[],荤菜,5,,,,,,dishes\meat_dish\巴基斯坦牛肉咖喱\巴基斯坦牛肉咖喱.md
201001250,Recipe,干煸仔鸡,干煸仔鸡 (Recipe),干煸仔鸡,[],荤菜,4,,,,,,dishes\meat_dish\干煸仔鸡\干煸仔鸡.md
201001251,Recipe,广式萝卜牛腩,广式萝卜牛腩 (Recipe),广式萝卜牛腩,"[{'term': '广式radish牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式白萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式胡萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes\meat_dish\广式萝卜牛腩\广式萝卜牛腩.md
201001252,Recipe,徽派红烧肉,徽派红烧肉 (Recipe),徽派红烧肉,"[{'term': '徽派braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4,,,,,,dishes\meat_dish\徽派红烧肉\徽派红烧肉.md
201001253,Recipe,新疆大盘鸡,新疆大盘鸡 (Recipe),新疆大盘鸡,[],荤菜,4,,,,,,dishes\meat_dish\新疆大盘鸡\新疆大盘鸡.md
201001254,Recipe,无骨鸡爪,无骨鸡爪 (Recipe),无骨鸡爪,[],荤菜,5,,,,,,dishes\meat_dish\无骨鸡爪\无骨鸡爪.md
201001255,Recipe,枝竹羊腩煲,枝竹羊腩煲 (Recipe),枝竹羊腩煲,[],其他,5,,,,,,dishes\meat_dish\枝竹羊腩煲\枝竹羊腩煲.md
201001256,Recipe,柱候牛腩,柱候牛腩 (Recipe),柱候牛腩,[],其他,4,,,,,,dishes\meat_dish\柱候牛腩\柱候牛腩.md
201001257,Recipe,梅菜扣肉,梅菜扣肉 (Recipe),梅菜扣肉,[],荤菜,4,,,,,,dishes\meat_dish\梅菜扣肉\梅菜扣肉.md
201001258,Recipe,水煮牛肉,水煮牛肉 (Recipe),水煮牛肉,[],荤菜,3,,,,,,dishes\meat_dish\水煮牛肉\水煮牛肉.md
